,Timestamp,value,classification,date,Trade_date
770,2020-03-15 05:30:00,12,Extreme Fear,2020-03-15,2020-03-15
771,2020-03-16 05:30:00,9,Extreme Fear,2020-03-16,2020-03-16
772,2020-03-17 05:30:00,8,Extreme Fear,2020-03-17,2020-03-17
773,2020-03-18 05:30:00,11,Extreme Fear,2020-03-18,2020-03-18
774,2020-03-19 05:30:00,12,Extreme Fear,2020-03-19,2020-03-19
775,2020-03-20 05:30:00,9,Extreme Fear,2020-03-20,2020-03-20
776,2020-03-21 05:30:00,9,Extreme Fear,2020-03-21,2020-03-21
777,2020-03-22 05:30:00,11,Extreme Fear,2020-03-22,2020-03-22
778,2020-03-23 05:30:00,10,Extreme Fear,2020-03-23,2020-03-23
779,2020-03-24 05:30:00,12,Extreme Fear,2020-03-24,2020-03-24
780,2020-03-25 05:30:00,13,Extreme Fear,2020-03-25,2020-03-25
781,2020-03-26 05:30:00,14,Extreme Fear,2020-03-26,2020-03-26
782,2020-03-27 05:30:00,12,Extreme Fear,2020-03-27,2020-03-27
783,2020-03-28 05:30:00,8,Extreme Fear,2020-03-28,2020-03-28
784,2020-03-29 05:30:00,12,Extreme Fear,2020-03-29,2020-03-29
785,2020-03-30 05:30:00,10,Extreme Fear,2020-03-30,2020-03-30
786,2020-03-31 05:30:00,12,Extreme Fear,2020-03-31,2020-03-31
787,2020-04-01 05:30:00,12,Extreme Fear,2020-04-01,2020-04-01
788,2020-04-02 05:30:00,14,Extreme Fear,2020-04-02,2020-04-02
789,2020-04-03 05:30:00,14,Extreme Fear,2020-04-03,2020-04-03
790,2020-04-04 05:30:00,12,Extreme Fear,2020-04-04,2020-04-04
791,2020-04-05 05:30:00,12,Extreme Fear,2020-04-05,2020-04-05
792,2020-04-06 05:30:00,12,Extreme Fear,2020-04-06,2020-04-06
793,2020-04-07 05:30:00,20,Extreme Fear,2020-04-07,2020-04-07
794,2020-04-08 05:30:00,21,Extreme Fear,2020-04-08,2020-04-08
795,2020-04-09 05:30:00,22,Extreme Fear,2020-04-09,2020-04-09
796,2020-04-10 05:30:00,15,Extreme Fear,2020-04-10,2020-04-10
797,2020-04-11 05:30:00,15,Extreme Fear,2020-04-11,2020-04-11
798,2020-04-12 05:30:00,10,Extreme Fear,2020-04-12,2020-04-12
799,2020-04-13 05:30:00,11,Extreme Fear,2020-04-13,2020-04-13
800,2020-04-14 05:30:00,15,Extreme Fear,2020-04-14,2020-04-14
801,2020-04-15 05:30:00,18,Extreme Fear,2020-04-15,2020-04-15
802,2020-04-16 05:30:00,13,Extreme Fear,2020-04-16,2020-04-16
803,2020-04-17 05:30:00,15,Extreme Fear,2020-04-17,2020-04-17
804,2020-04-18 05:30:00,18,Extreme Fear,2020-04-18,2020-04-18
805,2020-04-19 05:30:00,16,Extreme Fear,2020-04-19,2020-04-19
806,2020-04-20 05:30:00,15,Extreme Fear,2020-04-20,2020-04-20
807,2020-04-21 05:30:00,17,Extreme Fear,2020-04-21,2020-04-21
808,2020-04-22 05:30:00,19,Extreme Fear,2020-04-22,2020-04-22
809,2020-04-23 05:30:00,19,Extreme Fear,2020-04-23,2020-04-23
810,2020-04-24 05:30:00,20,Extreme Fear,2020-04-24,2020-04-24
811,2020-04-25 05:30:00,24,Extreme Fear,2020-04-25,2020-04-25
812,2020-04-26 05:30:00,21,Extreme Fear,2020-04-26,2020-04-26
813,2020-04-27 05:30:00,28,Fear,2020-04-27,2020-04-27
814,2020-04-28 05:30:00,26,Fear,2020-04-28,2020-04-28
815,2020-04-29 05:30:00,26,Fear,2020-04-29,2020-04-29
816,2020-04-30 05:30:00,44,Fear,2020-04-30,2020-04-30
817,2020-05-01 05:30:00,40,Fear,2020-05-01,2020-05-01
818,2020-05-02 05:30:00,40,Fear,2020-05-02,2020-05-02
819,2020-05-03 05:30:00,45,Neutral,2020-05-03,2020-05-03
820,2020-05-04 05:30:00,44,Fear,2020-05-04,2020-05-04
821,2020-05-05 05:30:00,40,Fear,2020-05-05,2020-05-05
822,2020-05-06 05:30:00,42,Fear,2020-05-06,2020-05-06
823,2020-05-07 05:30:00,49,Neutral,2020-05-07,2020-05-07
824,2020-05-08 05:30:00,55,Greed,2020-05-08,2020-05-08
825,2020-05-09 05:30:00,56,Greed,2020-05-09,2020-05-09
826,2020-05-10 05:30:00,48,Neutral,2020-05-10,2020-05-10
827,2020-05-11 05:30:00,40,Fear,2020-05-11,2020-05-11
828,2020-05-12 05:30:00,39,Fear,2020-05-12,2020-05-12
829,2020-05-13 05:30:00,41,Fear,2020-05-13,2020-05-13
830,2020-05-14 05:30:00,40,Fear,2020-05-14,2020-05-14
831,2020-05-15 05:30:00,44,Fear,2020-05-15,2020-05-15
832,2020-05-16 05:30:00,41,Fear,2020-05-16,2020-05-16
833,2020-05-17 05:30:00,40,Fear,2020-05-17,2020-05-17
834,2020-05-18 05:30:00,50,Neutral,2020-05-18,2020-05-18
835,2020-05-19 05:30:00,50,Neutral,2020-05-19,2020-05-19
836,2020-05-20 05:30:00,52,Neutral,2020-05-20,2020-05-20
837,2020-05-21 05:30:00,49,Neutral,2020-05-21,2020-05-21
838,2020-05-22 05:30:00,42,Fear,2020-05-22,2020-05-22
839,2020-05-23 05:30:00,40,Fear,2020-05-23,2020-05-23
840,2020-05-24 05:30:00,43,Fear,2020-05-24,2020-05-24
841,2020-05-25 05:30:00,41,Fear,2020-05-25,2020-05-25
842,2020-05-26 05:30:00,39,Fear,2020-05-26,2020-05-26
843,2020-05-27 05:30:00,39,Fear,2020-05-27,2020-05-27
844,2020-05-28 05:30:00,41,Fear,2020-05-28,2020-05-28
845,2020-05-29 05:30:00,48,Neutral,2020-05-29,2020-05-29
846,2020-05-30 05:30:00,48,Neutral,2020-05-30,2020-05-30
847,2020-05-31 05:30:00,51,Neutral,2020-05-31,2020-05-31
848,2020-06-01 05:30:00,50,Neutral,2020-06-01,2020-06-01
849,2020-06-02 05:30:00,56,Greed,2020-06-02,2020-06-02
850,2020-06-03 05:30:00,48,Neutral,2020-06-03,2020-06-03
851,2020-06-04 05:30:00,54,Neutral,2020-06-04,2020-06-04
852,2020-06-05 05:30:00,53,Neutral,2020-06-05,2020-06-05
853,2020-06-06 05:30:00,54,Neutral,2020-06-06,2020-06-06
854,2020-06-07 05:30:00,54,Neutral,2020-06-07,2020-06-07
855,2020-06-08 05:30:00,53,Neutral,2020-06-08,2020-06-08
856,2020-06-09 05:30:00,52,Neutral,2020-06-09,2020-06-09
857,2020-06-10 05:30:00,54,Neutral,2020-06-10,2020-06-10
858,2020-06-11 05:30:00,52,Neutral,2020-06-11,2020-06-11
859,2020-06-12 05:30:00,38,Fear,2020-06-12,2020-06-12
860,2020-06-13 05:30:00,38,Fear,2020-06-13,2020-06-13
861,2020-06-14 05:30:00,40,Fear,2020-06-14,2020-06-14
862,2020-06-15 05:30:00,37,Fear,2020-06-15,2020-06-15
863,2020-06-16 05:30:00,39,Fear,2020-06-16,2020-06-16
864,2020-06-17 05:30:00,38,Fear,2020-06-17,2020-06-17
865,2020-06-18 05:30:00,40,Fear,2020-06-18,2020-06-18
866,2020-06-19 05:30:00,39,Fear,2020-06-19,2020-06-19
867,2020-06-20 05:30:00,38,Fear,2020-06-20,2020-06-20
868,2020-06-21 05:30:00,37,Fear,2020-06-21,2020-06-21
869,2020-06-22 05:30:00,38,Fear,2020-06-22,2020-06-22
870,2020-06-23 05:30:00,41,Fear,2020-06-23,2020-06-23
871,2020-06-24 05:30:00,50,Neutral,2020-06-24,2020-06-24
872,2020-06-25 05:30:00,43,Fear,2020-06-25,2020-06-25
873,2020-06-26 05:30:00,40,Fear,2020-06-26,2020-06-26
874,2020-06-27 05:30:00,43,Fear,2020-06-27,2020-06-27
875,2020-06-28 05:30:00,40,Fear,2020-06-28,2020-06-28
876,2020-06-29 05:30:00,41,Fear,2020-06-29,2020-06-29
877,2020-06-30 05:30:00,44,Fear,2020-06-30,2020-06-30
878,2020-07-01 05:30:00,42,Fear,2020-07-01,2020-07-01
879,2020-07-02 05:30:00,42,Fear,2020-07-02,2020-07-02
880,2020-07-03 05:30:00,41,Fear,2020-07-03,2020-07-03
881,2020-07-04 05:30:00,40,Fear,2020-07-04,2020-07-04
882,2020-07-05 05:30:00,38,Fear,2020-07-05,2020-07-05
883,2020-07-06 05:30:00,40,Fear,2020-07-06,2020-07-06
884,2020-07-07 05:30:00,43,Fear,2020-07-07,2020-07-07
885,2020-07-08 05:30:00,44,Fear,2020-07-08,2020-07-08
886,2020-07-09 05:30:00,44,Fear,2020-07-09,2020-07-09
887,2020-07-10 05:30:00,41,Fear,2020-07-10,2020-07-10
888,2020-07-11 05:30:00,44,Fear,2020-07-11,2020-07-11
889,2020-07-12 05:30:00,41,Fear,2020-07-12,2020-07-12
890,2020-07-13 05:30:00,43,Fear,2020-07-13,2020-07-13
891,2020-07-14 05:30:00,43,Fear,2020-07-14,2020-07-14
892,2020-07-15 05:30:00,44,Fear,2020-07-15,2020-07-15
893,2020-07-16 05:30:00,43,Fear,2020-07-16,2020-07-16
894,2020-07-17 05:30:00,41,Fear,2020-07-17,2020-07-17
895,2020-07-18 05:30:00,44,Fear,2020-07-18,2020-07-18
896,2020-07-19 05:30:00,41,Fear,2020-07-19,2020-07-19
897,2020-07-20 05:30:00,44,Fear,2020-07-20,2020-07-20
898,2020-07-21 05:30:00,44,Fear,2020-07-21,2020-07-21
899,2020-07-22 05:30:00,50,Neutral,2020-07-22,2020-07-22
900,2020-07-23 05:30:00,55,Greed,2020-07-23,2020-07-23
901,2020-07-24 05:30:00,53,Neutral,2020-07-24,2020-07-24
902,2020-07-25 05:30:00,55,Greed,2020-07-25,2020-07-25
903,2020-07-26 05:30:00,55,Greed,2020-07-26,2020-07-26
904,2020-07-27 05:30:00,58,Greed,2020-07-27,2020-07-27
905,2020-07-28 05:30:00,76,Extreme Greed,2020-07-28,2020-07-28
906,2020-07-29 05:30:00,71,Greed,2020-07-29,2020-07-29
907,2020-07-30 05:30:00,76,Extreme Greed,2020-07-30,2020-07-30
908,2020-07-31 05:30:00,75,Extreme Greed,2020-07-31,2020-07-31
909,2020-08-01 05:30:00,75,Extreme Greed,2020-08-01,2020-08-01
910,2020-08-02 05:30:00,80,Extreme Greed,2020-08-02,2020-08-02
911,2020-08-03 05:30:00,75,Extreme Greed,2020-08-03,2020-08-03
912,2020-08-04 05:30:00,72,Greed,2020-08-04,2020-08-04
913,2020-08-05 05:30:00,75,Extreme Greed,2020-08-05,2020-08-05
914,2020-08-06 05:30:00,79,Extreme Greed,2020-08-06,2020-08-06
915,2020-08-07 05:30:00,77,Extreme Greed,2020-08-07,2020-08-07
916,2020-08-08 05:30:00,77,Extreme Greed,2020-08-08,2020-08-08
917,2020-08-09 05:30:00,79,Extreme Greed,2020-08-09,2020-08-09
918,2020-08-10 05:30:00,78,Extreme Greed,2020-08-10,2020-08-10
919,2020-08-11 05:30:00,84,Extreme Greed,2020-08-11,2020-08-11
920,2020-08-12 05:30:00,75,Extreme Greed,2020-08-12,2020-08-12
921,2020-08-13 05:30:00,75,Extreme Greed,2020-08-13,2020-08-13
922,2020-08-14 05:30:00,78,Extreme Greed,2020-08-14,2020-08-14
923,2020-08-15 05:30:00,79,Extreme Greed,2020-08-15,2020-08-15
924,2020-08-16 05:30:00,82,Extreme Greed,2020-08-16,2020-08-16
925,2020-08-17 05:30:00,83,Extreme Greed,2020-08-17,2020-08-17
926,2020-08-18 05:30:00,82,Extreme Greed,2020-08-18,2020-08-18
927,2020-08-19 05:30:00,80,Extreme Greed,2020-08-19,2020-08-19
928,2020-08-20 05:30:00,75,Extreme Greed,2020-08-20,2020-08-20
929,2020-08-21 05:30:00,81,Extreme Greed,2020-08-21,2020-08-21
930,2020-08-22 05:30:00,78,Extreme Greed,2020-08-22,2020-08-22
931,2020-08-23 05:30:00,76,Extreme Greed,2020-08-23,2020-08-23
932,2020-08-24 05:30:00,78,Extreme Greed,2020-08-24,2020-08-24
933,2020-08-25 05:30:00,75,Extreme Greed,2020-08-25,2020-08-25
934,2020-08-26 05:30:00,76,Extreme Greed,2020-08-26,2020-08-26
935,2020-08-27 05:30:00,75,Extreme Greed,2020-08-27,2020-08-27
936,2020-08-28 05:30:00,74,Greed,2020-08-28,2020-08-28
937,2020-08-29 05:30:00,79,Extreme Greed,2020-08-29,2020-08-29
938,2020-08-30 05:30:00,75,Extreme Greed,2020-08-30,2020-08-30
939,2020-08-31 05:30:00,75,Extreme Greed,2020-08-31,2020-08-31
940,2020-09-01 05:30:00,75,Extreme Greed,2020-09-01,2020-09-01
941,2020-09-02 05:30:00,83,Extreme Greed,2020-09-02,2020-09-02
942,2020-09-03 05:30:00,79,Extreme Greed,2020-09-03,2020-09-03
943,2020-09-04 05:30:00,40,Fear,2020-09-04,2020-09-04
944,2020-09-05 05:30:00,41,Fear,2020-09-05,2020-09-05
945,2020-09-06 05:30:00,41,Fear,2020-09-06,2020-09-06
946,2020-09-07 05:30:00,41,Fear,2020-09-07,2020-09-07
947,2020-09-08 05:30:00,41,Fear,2020-09-08,2020-09-08
948,2020-09-09 05:30:00,38,Fear,2020-09-09,2020-09-09
949,2020-09-10 05:30:00,38,Fear,2020-09-10,2020-09-10
950,2020-09-11 05:30:00,41,Fear,2020-09-11,2020-09-11
951,2020-09-12 05:30:00,41,Fear,2020-09-12,2020-09-12
952,2020-09-13 05:30:00,38,Fear,2020-09-13,2020-09-13
953,2020-09-14 05:30:00,39,Fear,2020-09-14,2020-09-14
954,2020-09-15 05:30:00,47,Neutral,2020-09-15,2020-09-15
955,2020-09-16 05:30:00,43,Fear,2020-09-16,2020-09-16
956,2020-09-17 05:30:00,48,Neutral,2020-09-17,2020-09-17
957,2020-09-18 05:30:00,49,Neutral,2020-09-18,2020-09-18
958,2020-09-19 05:30:00,48,Neutral,2020-09-19,2020-09-19
959,2020-09-20 05:30:00,52,Neutral,2020-09-20,2020-09-20
960,2020-09-21 05:30:00,48,Neutral,2020-09-21,2020-09-21
961,2020-09-22 05:30:00,39,Fear,2020-09-22,2020-09-22
962,2020-09-23 05:30:00,43,Fear,2020-09-23,2020-09-23
963,2020-09-24 05:30:00,39,Fear,2020-09-24,2020-09-24
964,2020-09-25 05:30:00,46,Neutral,2020-09-25,2020-09-25
965,2020-09-26 05:30:00,45,Neutral,2020-09-26,2020-09-26
966,2020-09-27 05:30:00,47,Neutral,2020-09-27,2020-09-27
967,2020-09-28 05:30:00,43,Fear,2020-09-28,2020-09-28
968,2020-09-29 05:30:00,45,Neutral,2020-09-29,2020-09-29
969,2020-09-30 05:30:00,49,Neutral,2020-09-30,2020-09-30
970,2020-10-01 05:30:00,45,Neutral,2020-10-01,2020-10-01
971,2020-10-02 05:30:00,41,Fear,2020-10-02,2020-10-02
972,2020-10-03 05:30:00,40,Fear,2020-10-03,2020-10-03
973,2020-10-04 05:30:00,42,Fear,2020-10-04,2020-10-04
974,2020-10-05 05:30:00,42,Fear,2020-10-05,2020-10-05
975,2020-10-06 05:30:00,47,Neutral,2020-10-06,2020-10-06
976,2020-10-07 05:30:00,43,Fear,2020-10-07,2020-10-07
977,2020-10-08 05:30:00,46,Neutral,2020-10-08,2020-10-08
978,2020-10-09 05:30:00,48,Neutral,2020-10-09,2020-10-09
979,2020-10-10 05:30:00,53,Neutral,2020-10-10,2020-10-10
980,2020-10-11 05:30:00,55,Greed,2020-10-11,2020-10-11
981,2020-10-12 05:30:00,52,Neutral,2020-10-12,2020-10-12
982,2020-10-13 05:30:00,56,Greed,2020-10-13,2020-10-13
983,2020-10-14 05:30:00,53,Neutral,2020-10-14,2020-10-14
984,2020-10-15 05:30:00,56,Greed,2020-10-15,2020-10-15
985,2020-10-16 05:30:00,52,Neutral,2020-10-16,2020-10-16
986,2020-10-17 05:30:00,56,Greed,2020-10-17,2020-10-17
987,2020-10-18 05:30:00,55,Greed,2020-10-18,2020-10-18
988,2020-10-19 05:30:00,55,Greed,2020-10-19,2020-10-19
989,2020-10-20 05:30:00,56,Greed,2020-10-20,2020-10-20
990,2020-10-21 05:30:00,61,Greed,2020-10-21,2020-10-21
991,2020-10-22 05:30:00,73,Greed,2020-10-22,2020-10-22
992,2020-10-23 05:30:00,74,Greed,2020-10-23,2020-10-23
993,2020-10-24 05:30:00,73,Greed,2020-10-24,2020-10-24
994,2020-10-25 05:30:00,76,Extreme Greed,2020-10-25,2020-10-25
995,2020-10-26 05:30:00,75,Extreme Greed,2020-10-26,2020-10-26
996,2020-10-27 05:30:00,61,Greed,2020-10-27,2020-10-27
997,2020-10-28 05:30:00,70,Greed,2020-10-28,2020-10-28
998,2020-10-29 05:30:00,67,Greed,2020-10-29,2020-10-29
999,2020-10-30 05:30:00,74,Greed,2020-10-30,2020-10-30
1000,2020-10-31 05:30:00,73,Greed,2020-10-31,2020-10-31
1001,2020-11-01 05:30:00,72,Greed,2020-11-01,2020-11-01
1002,2020-11-02 05:30:00,71,Greed,2020-11-02,2020-11-02
1003,2020-11-03 05:30:00,71,Greed,2020-11-03,2020-11-03
1004,2020-11-04 05:30:00,74,Greed,2020-11-04,2020-11-04
1005,2020-11-05 05:30:00,72,Greed,2020-11-05,2020-11-05
1006,2020-11-06 05:30:00,90,Extreme Greed,2020-11-06,2020-11-06
1007,2020-11-07 05:30:00,88,Extreme Greed,2020-11-07,2020-11-07
1008,2020-11-08 05:30:00,82,Extreme Greed,2020-11-08,2020-11-08
1009,2020-11-09 05:30:00,90,Extreme Greed,2020-11-09,2020-11-09
1010,2020-11-10 05:30:00,90,Extreme Greed,2020-11-10,2020-11-10
1011,2020-11-11 05:30:00,86,Extreme Greed,2020-11-11,2020-11-11
1012,2020-11-12 05:30:00,87,Extreme Greed,2020-11-12,2020-11-12
1013,2020-11-13 05:30:00,89,Extreme Greed,2020-11-13,2020-11-13
1014,2020-11-14 05:30:00,90,Extreme Greed,2020-11-14,2020-11-14
1015,2020-11-15 05:30:00,86,Extreme Greed,2020-11-15,2020-11-15
1016,2020-11-16 05:30:00,90,Extreme Greed,2020-11-16,2020-11-16
1017,2020-11-17 05:30:00,86,Extreme Greed,2020-11-17,2020-11-17
1018,2020-11-18 05:30:00,91,Extreme Greed,2020-11-18,2020-11-18
1019,2020-11-19 05:30:00,94,Extreme Greed,2020-11-19,2020-11-19
1020,2020-11-20 05:30:00,86,Extreme Greed,2020-11-20,2020-11-20
1021,2020-11-21 05:30:00,91,Extreme Greed,2020-11-21,2020-11-21
1022,2020-11-22 05:30:00,94,Extreme Greed,2020-11-22,2020-11-22
1023,2020-11-23 05:30:00,90,Extreme Greed,2020-11-23,2020-11-23
1024,2020-11-24 05:30:00,88,Extreme Greed,2020-11-24,2020-11-24
1025,2020-11-25 05:30:00,94,Extreme Greed,2020-11-25,2020-11-25
1026,2020-11-26 05:30:00,93,Extreme Greed,2020-11-26,2020-11-26
1027,2020-11-27 05:30:00,86,Extreme Greed,2020-11-27,2020-11-27
1028,2020-11-28 05:30:00,87,Extreme Greed,2020-11-28,2020-11-28
1029,2020-11-29 05:30:00,89,Extreme Greed,2020-11-29,2020-11-29
1030,2020-11-30 05:30:00,88,Extreme Greed,2020-11-30,2020-11-30
1031,2020-12-01 05:30:00,95,Extreme Greed,2020-12-01,2020-12-01
1032,2020-12-02 05:30:00,92,Extreme Greed,2020-12-02,2020-12-02
1033,2020-12-03 05:30:00,92,Extreme Greed,2020-12-03,2020-12-03
1034,2020-12-04 05:30:00,92,Extreme Greed,2020-12-04,2020-12-04
1035,2020-12-05 05:30:00,93,Extreme Greed,2020-12-05,2020-12-05
1036,2020-12-06 05:30:00,95,Extreme Greed,2020-12-06,2020-12-06
1037,2020-12-07 05:30:00,94,Extreme Greed,2020-12-07,2020-12-07
1038,2020-12-08 05:30:00,95,Extreme Greed,2020-12-08,2020-12-08
1039,2020-12-09 05:30:00,86,Extreme Greed,2020-12-09,2020-12-09
1040,2020-12-10 05:30:00,94,Extreme Greed,2020-12-10,2020-12-10
1041,2020-12-11 05:30:00,89,Extreme Greed,2020-12-11,2020-12-11
1042,2020-12-12 05:30:00,90,Extreme Greed,2020-12-12,2020-12-12
1043,2020-12-13 05:30:00,91,Extreme Greed,2020-12-13,2020-12-13
1044,2020-12-14 05:30:00,95,Extreme Greed,2020-12-14,2020-12-14
1045,2020-12-15 05:30:00,91,Extreme Greed,2020-12-15,2020-12-15
1046,2020-12-16 05:30:00,92,Extreme Greed,2020-12-16,2020-12-16
1047,2020-12-17 05:30:00,92,Extreme Greed,2020-12-17,2020-12-17
1048,2020-12-18 05:30:00,95,Extreme Greed,2020-12-18,2020-12-18
1049,2020-12-19 05:30:00,93,Extreme Greed,2020-12-19,2020-12-19
1050,2020-12-20 05:30:00,92,Extreme Greed,2020-12-20,2020-12-20
1051,2020-12-21 05:30:00,92,Extreme Greed,2020-12-21,2020-12-21
1052,2020-12-22 05:30:00,88,Extreme Greed,2020-12-22,2020-12-22
1053,2020-12-23 05:30:00,93,Extreme Greed,2020-12-23,2020-12-23
1054,2020-12-24 05:30:00,86,Extreme Greed,2020-12-24,2020-12-24
1055,2020-12-25 05:30:00,94,Extreme Greed,2020-12-25,2020-12-25
1056,2020-12-26 05:30:00,93,Extreme Greed,2020-12-26,2020-12-26
1057,2020-12-27 05:30:00,91,Extreme Greed,2020-12-27,2020-12-27
1058,2020-12-28 05:30:00,92,Extreme Greed,2020-12-28,2020-12-28
1059,2020-12-29 05:30:00,91,Extreme Greed,2020-12-29,2020-12-29
1060,2020-12-30 05:30:00,91,Extreme Greed,2020-12-30,2020-12-30
1061,2020-12-31 05:30:00,95,Extreme Greed,2020-12-31,2020-12-31
1062,2021-01-01 05:30:00,94,Extreme Greed,2021-01-01,2021-01-01
1063,2021-01-02 05:30:00,94,Extreme Greed,2021-01-02,2021-01-02
1064,2021-01-03 05:30:00,93,Extreme Greed,2021-01-03,2021-01-03
1065,2021-01-04 05:30:00,94,Extreme Greed,2021-01-04,2021-01-04
1066,2021-01-05 05:30:00,93,Extreme Greed,2021-01-05,2021-01-05
1067,2021-01-06 05:30:00,95,Extreme Greed,2021-01-06,2021-01-06
1068,2021-01-07 05:30:00,91,Extreme Greed,2021-01-07,2021-01-07
1069,2021-01-08 05:30:00,93,Extreme Greed,2021-01-08,2021-01-08
1070,2021-01-09 05:30:00,93,Extreme Greed,2021-01-09,2021-01-09
1071,2021-01-10 05:30:00,94,Extreme Greed,2021-01-10,2021-01-10
1072,2021-01-11 05:30:00,90,Extreme Greed,2021-01-11,2021-01-11
1073,2021-01-12 05:30:00,84,Extreme Greed,2021-01-12,2021-01-12
1074,2021-01-13 05:30:00,78,Extreme Greed,2021-01-13,2021-01-13
1075,2021-01-14 05:30:00,83,Extreme Greed,2021-01-14,2021-01-14
1076,2021-01-15 05:30:00,88,Extreme Greed,2021-01-15,2021-01-15
1077,2021-01-16 05:30:00,84,Extreme Greed,2021-01-16,2021-01-16
1078,2021-01-17 05:30:00,79,Extreme Greed,2021-01-17,2021-01-17
1079,2021-01-18 05:30:00,79,Extreme Greed,2021-01-18,2021-01-18
1080,2021-01-19 05:30:00,80,Extreme Greed,2021-01-19,2021-01-19
1081,2021-01-20 05:30:00,78,Extreme Greed,2021-01-20,2021-01-20
1082,2021-01-21 05:30:00,75,Extreme Greed,2021-01-21,2021-01-21
1083,2021-01-22 05:30:00,40,Fear,2021-01-22,2021-01-22
1084,2021-01-23 05:30:00,74,Greed,2021-01-23,2021-01-23
1085,2021-01-24 05:30:00,70,Greed,2021-01-24,2021-01-24
1086,2021-01-25 05:30:00,74,Greed,2021-01-25,2021-01-25
1087,2021-01-26 05:30:00,71,Greed,2021-01-26,2021-01-26
1088,2021-01-27 05:30:00,78,Extreme Greed,2021-01-27,2021-01-27
1089,2021-01-28 05:30:00,55,Greed,2021-01-28,2021-01-28
1090,2021-01-29 05:30:00,77,Extreme Greed,2021-01-29,2021-01-29
1091,2021-01-30 05:30:00,76,Extreme Greed,2021-01-30,2021-01-30
1092,2021-01-31 05:30:00,78,Extreme Greed,2021-01-31,2021-01-31
1093,2021-02-01 05:30:00,77,Extreme Greed,2021-02-01,2021-02-01
1094,2021-02-02 05:30:00,76,Extreme Greed,2021-02-02,2021-02-02
1095,2021-02-03 05:30:00,78,Extreme Greed,2021-02-03,2021-02-03
1096,2021-02-04 05:30:00,80,Extreme Greed,2021-02-04,2021-02-04
1097,2021-02-05 05:30:00,81,Extreme Greed,2021-02-05,2021-02-05
1098,2021-02-06 05:30:00,84,Extreme Greed,2021-02-06,2021-02-06
1099,2021-02-07 05:30:00,86,Extreme Greed,2021-02-07,2021-02-07
1100,2021-02-08 05:30:00,83,Extreme Greed,2021-02-08,2021-02-08
1101,2021-02-09 05:30:00,95,Extreme Greed,2021-02-09,2021-02-09
1102,2021-02-10 05:30:00,92,Extreme Greed,2021-02-10,2021-02-10
1103,2021-02-11 05:30:00,93,Extreme Greed,2021-02-11,2021-02-11
1104,2021-02-12 05:30:00,92,Extreme Greed,2021-02-12,2021-02-12
1105,2021-02-13 05:30:00,92,Extreme Greed,2021-02-13,2021-02-13
1106,2021-02-14 05:30:00,95,Extreme Greed,2021-02-14,2021-02-14
1107,2021-02-15 05:30:00,93,Extreme Greed,2021-02-15,2021-02-15
1108,2021-02-16 05:30:00,95,Extreme Greed,2021-02-16,2021-02-16
1109,2021-02-17 05:30:00,95,Extreme Greed,2021-02-17,2021-02-17
1110,2021-02-18 05:30:00,91,Extreme Greed,2021-02-18,2021-02-18
1111,2021-02-19 05:30:00,93,Extreme Greed,2021-02-19,2021-02-19
1112,2021-02-20 05:30:00,91,Extreme Greed,2021-02-20,2021-02-20
1113,2021-02-21 05:30:00,91,Extreme Greed,2021-02-21,2021-02-21
1114,2021-02-22 05:30:00,94,Extreme Greed,2021-02-22,2021-02-22
1115,2021-02-23 05:30:00,94,Extreme Greed,2021-02-23,2021-02-23
1116,2021-02-24 05:30:00,76,Extreme Greed,2021-02-24,2021-02-24
1117,2021-02-25 05:30:00,79,Extreme Greed,2021-02-25,2021-02-25
1118,2021-02-26 05:30:00,55,Greed,2021-02-26,2021-02-26
1119,2021-02-27 05:30:00,56,Greed,2021-02-27,2021-02-27
1120,2021-02-28 05:30:00,55,Greed,2021-02-28,2021-02-28
1121,2021-03-01 05:30:00,38,Fear,2021-03-01,2021-03-01
1122,2021-03-02 05:30:00,78,Extreme Greed,2021-03-02,2021-03-02
1123,2021-03-03 05:30:00,78,Extreme Greed,2021-03-03,2021-03-03
1124,2021-03-04 05:30:00,84,Extreme Greed,2021-03-04,2021-03-04
1125,2021-03-05 05:30:00,77,Extreme Greed,2021-03-05,2021-03-05
1126,2021-03-06 05:30:00,77,Extreme Greed,2021-03-06,2021-03-06
1127,2021-03-07 05:30:00,76,Extreme Greed,2021-03-07,2021-03-07
1128,2021-03-08 05:30:00,81,Extreme Greed,2021-03-08,2021-03-08
1129,2021-03-09 05:30:00,81,Extreme Greed,2021-03-09,2021-03-09
1130,2021-03-10 05:30:00,68,Greed,2021-03-10,2021-03-10
1131,2021-03-11 05:30:00,73,Greed,2021-03-11,2021-03-11
1132,2021-03-12 05:30:00,70,Greed,2021-03-12,2021-03-12
1133,2021-03-13 05:30:00,74,Greed,2021-03-13,2021-03-13
1134,2021-03-14 05:30:00,78,Extreme Greed,2021-03-14,2021-03-14
1135,2021-03-15 05:30:00,76,Extreme Greed,2021-03-15,2021-03-15
1136,2021-03-16 05:30:00,71,Greed,2021-03-16,2021-03-16
1137,2021-03-17 05:30:00,71,Greed,2021-03-17,2021-03-17
1138,2021-03-18 05:30:00,72,Greed,2021-03-18,2021-03-18
1139,2021-03-19 05:30:00,71,Greed,2021-03-19,2021-03-19
1140,2021-03-20 05:30:00,75,Extreme Greed,2021-03-20,2021-03-20
